2000.01.01	284	Budapest	Duna
2000.01.02	251	Budapest	Duna
2000.01.03	228	Budapest	Duna
2000.01.04	218	Budapest	Duna
2000.01.05	213	Budapest	Duna
2000.01.06	213	Budapest	Duna
2000.01.07	209	Budapest	Duna
2000.01.08	222	Budapest	Duna
2000.01.09	223	Budapest	Duna
2000.01.10	213	Budapest	Duna
2000.01.11	199	Budapest	Duna
2000.01.12	192	Budapest	Duna
2000.01.13	192	Budapest	Duna
2000.01.14	194	Budapest	Duna
2000.01.15	190	Budapest	Duna
2000.01.16	184	Budapest	Duna
2000.01.17	172	Budapest	Duna
2000.01.18	171	Budapest	Duna
2000.01.19	179	Budapest	Duna
2000.01.20	191	Budapest	Duna
2000.01.21	255	Budapest	Duna
2000.01.22	227	Budapest	Duna
2000.01.23	211	Budapest	Duna
2000.01.24	209	Budapest	Duna
2000.01.25	200	Budapest	Duna
2000.01.26	173	Budapest	Duna
2000.01.27	168	Budapest	Duna
2000.01.28	149	Budapest	Duna
2000.01.29	168	Budapest	Duna
2000.01.30	169	Budapest	Duna
2000.01.31	160	Budapest	Duna
2000.02.01	297	Budapest	Duna
2000.02.02	473	Budapest	Duna
2000.02.03	529	Budapest	Duna
2000.02.04	508	Budapest	Duna
2000.02.05	470	Budapest	Duna
2000.02.06	429	Budapest	Duna
2000.02.07	400	Budapest	Duna
2000.02.08	396	Budapest	Duna
2000.02.09	394	Budapest	Duna
2000.02.10	407	Budapest	Duna
2000.02.11	489	Budapest	Duna
2000.02.12	497	Budapest	Duna
2000.02.13	466	Budapest	Duna
2000.02.14	446	Budapest	Duna
2000.02.15	420	Budapest	Duna
2000.02.16	405	Budapest	Duna
2000.02.17	393	Budapest	Duna
2000.02.18	395	Budapest	Duna
2000.02.19	400	Budapest	Duna
2000.02.20	383	Budapest	Duna
2000.02.21	376	Budapest	Duna
2000.02.22	393	Budapest	Duna
2000.02.23	365	Budapest	Duna
2000.02.24	346	Budapest	Duna
2000.02.25	333	Budapest	Duna
2000.02.26	327	Budapest	Duna
2000.02.27	334	Budapest	Duna
2000.02.28	369	Budapest	Duna
2000.02.29	364	Budapest	Duna
2000.03.01	353	Budapest	Duna
2000.03.02	348	Budapest	Duna
2000.03.03	349	Budapest	Duna
2000.03.04	355	Budapest	Duna
2000.03.05	354	Budapest	Duna
2000.03.06	362	Budapest	Duna
2000.03.07	369	Budapest	Duna
2000.03.08	359	Budapest	Duna
2000.03.09	345	Budapest	Duna
2000.03.10	345	Budapest	Duna
2000.03.11	440	Budapest	Duna
2000.03.12	552	Budapest	Duna
2000.03.13	582	Budapest	Duna
2000.03.14	601	Budapest	Duna
2000.03.15	571	Budapest	Duna
2000.03.16	535	Budapest	Duna
2000.03.17	546	Budapest	Duna
2000.03.18	552	Budapest	Duna
2000.03.19	559	Budapest	Duna
2000.03.20	584	Budapest	Duna
2000.03.21	571	Budapest	Duna
2000.03.22	558	Budapest	Duna
2000.03.23	524	Budapest	Duna
2000.03.24	490	Budapest	Duna
2000.03.25	469	Budapest	Duna
2000.03.26	461	Budapest	Duna
2000.03.27	470	Budapest	Duna
2000.03.28	486	Budapest	Duna
2000.03.29	487	Budapest	Duna
2000.03.30	506	Budapest	Duna
2000.03.31	521	Budapest	Duna
2000.04.01	547	Budapest	Duna
2000.04.02	587	Budapest	Duna
2000.04.03	619	Budapest	Duna
2000.04.04	600	Budapest	Duna
2000.04.05	585	Budapest	Duna
2000.04.06	576	Budapest	Duna
2000.04.07	566	Budapest	Duna
2000.04.08	566	Budapest	Duna
2000.04.09	563	Budapest	Duna
2000.04.10	527	Budapest	Duna
2000.04.11	488	Budapest	Duna
2000.04.12	457	Budapest	Duna
2000.04.13	436	Budapest	Duna
2000.04.14	422	Budapest	Duna
2000.04.15	420	Budapest	Duna
2000.04.16	423	Budapest	Duna
2000.04.17	420	Budapest	Duna
2000.04.18	426	Budapest	Duna
2000.04.19	427	Budapest	Duna
2000.04.20	430	Budapest	Duna
2000.04.21	438	Budapest	Duna
2000.04.22	437	Budapest	Duna
2000.04.23	437	Budapest	Duna
2000.04.24	449	Budapest	Duna
2000.04.25	475	Budapest	Duna
2000.04.26	499	Budapest	Duna
2000.04.27	494	Budapest	Duna
2000.04.28	471	Budapest	Duna
2000.04.29	477	Budapest	Duna
2000.04.30	484	Budapest	Duna
2000.05.01	485	Budapest	Duna
2000.05.02	481	Budapest	Duna
2000.05.03	464	Budapest	Duna
2000.05.04	458	Budapest	Duna
2000.05.05	460	Budapest	Duna
2000.05.06	458	Budapest	Duna
2000.05.07	459	Budapest	Duna
2000.05.08	455	Budapest	Duna
2000.05.09	445	Budapest	Duna
2000.05.10	430	Budapest	Duna
2000.05.11	419	Budapest	Duna
2000.05.12	418	Budapest	Duna
2000.05.13	425	Budapest	Duna
2000.05.14	438	Budapest	Duna
2000.05.15	473	Budapest	Duna
2000.05.16	440	Budapest	Duna
2000.05.17	410	Budapest	Duna
2000.05.18	396	Budapest	Duna
2000.05.19	396	Budapest	Duna
2000.05.20	403	Budapest	Duna
2000.05.21	412	Budapest	Duna
2000.05.22	418	Budapest	Duna
2000.05.23	405	Budapest	Duna
2000.05.24	374	Budapest	Duna
2000.05.25	350	Budapest	Duna
2000.05.26	330	Budapest	Duna
2000.05.27	322	Budapest	Duna
2000.05.28	320	Budapest	Duna
2000.05.29	324	Budapest	Duna
2000.05.30	322	Budapest	Duna
2000.05.31	321	Budapest	Duna
2000.06.01	334	Budapest	Duna
2000.06.02	331	Budapest	Duna
2000.06.03	355	Budapest	Duna
2000.06.04	355	Budapest	Duna
2000.06.05	348	Budapest	Duna
2000.06.06	345	Budapest	Duna
2000.06.07	348	Budapest	Duna
2000.06.08	334	Budapest	Duna
2000.06.09	368	Budapest	Duna
2000.06.10	362	Budapest	Duna
2000.06.11	338	Budapest	Duna
2000.06.12	319	Budapest	Duna
2000.06.13	307	Budapest	Duna
2000.06.14	293	Budapest	Duna
2000.06.15	278	Budapest	Duna
2000.06.16	280	Budapest	Duna
2000.06.17	291	Budapest	Duna
2000.06.18	317	Budapest	Duna
2000.06.19	324	Budapest	Duna
2000.06.20	295	Budapest	Duna
2000.06.21	253	Budapest	Duna
2000.06.22	240	Budapest	Duna
2000.06.23	246	Budapest	Duna
2000.06.24	248	Budapest	Duna
2000.06.25	238	Budapest	Duna
2000.06.26	249	Budapest	Duna
2000.06.27	281	Budapest	Duna
2000.06.28	294	Budapest	Duna
2000.06.29	260	Budapest	Duna
2000.06.30	218	Budapest	Duna
2000.07.01	217	Budapest	Duna
2000.07.02	205	Budapest	Duna
2000.07.03	195	Budapest	Duna
2000.07.04	180	Budapest	Duna
2000.07.05	179	Budapest	Duna
2000.07.06	224	Budapest	Duna
2000.07.07	223	Budapest	Duna
2000.07.08	236	Budapest	Duna
2000.07.09	222	Budapest	Duna
2000.07.10	227	Budapest	Duna
2000.07.11	250	Budapest	Duna
2000.07.12	258	Budapest	Duna
2000.07.13	264	Budapest	Duna
2000.07.14	318	Budapest	Duna
2000.07.15	353	Budapest	Duna
2000.07.16	347	Budapest	Duna
2000.07.17	332	Budapest	Duna
2000.07.18	335	Budapest	Duna
2000.07.19	347	Budapest	Duna
2000.07.20	350	Budapest	Duna
2000.07.21	327	Budapest	Duna
2000.07.22	287	Budapest	Duna
2000.07.23	259	Budapest	Duna
2000.07.24	245	Budapest	Duna
2000.07.25	220	Budapest	Duna
2000.07.26	208	Budapest	Duna
2000.07.27	224	Budapest	Duna
2000.07.28	256	Budapest	Duna
2000.07.29	270	Budapest	Duna
2000.07.30	283	Budapest	Duna
2000.07.31	314	Budapest	Duna
2000.08.01	342	Budapest	Duna
2000.08.02	368	Budapest	Duna
2000.08.03	338	Budapest	Duna
2000.08.04	309	Budapest	Duna
2000.08.05	292	Budapest	Duna
2000.08.06	335	Budapest	Duna
2000.08.07	368	Budapest	Duna
2000.08.08	388	Budapest	Duna
2000.08.09	452	Budapest	Duna
2000.08.10	488	Budapest	Duna
2000.08.11	475	Budapest	Duna
2000.08.12	469	Budapest	Duna
2000.08.13	412	Budapest	Duna
2000.08.14	359	Budapest	Duna
2000.08.15	316	Budapest	Duna
2000.08.16	287	Budapest	Duna
2000.08.17	281	Budapest	Duna
2000.08.18	266	Budapest	Duna
2000.08.19	255	Budapest	Duna
2000.08.20	249	Budapest	Duna
2000.08.21	241	Budapest	Duna
2000.08.22	219	Budapest	Duna
2000.08.23	210	Budapest	Duna
2000.08.24	200	Budapest	Duna
2000.08.25	209	Budapest	Duna
2000.08.26	205	Budapest	Duna
2000.08.27	199	Budapest	Duna
2000.08.28	184	Budapest	Duna
2000.08.29	169	Budapest	Duna
2000.08.30	148	Budapest	Duna
2000.08.31	186	Budapest	Duna
2000.09.01	187	Budapest	Duna
2000.09.02	178	Budapest	Duna
2000.09.03	179	Budapest	Duna
2000.09.04	214	Budapest	Duna
2000.09.05	207	Budapest	Duna
2000.09.06	194	Budapest	Duna
2000.09.07	188	Budapest	Duna
2000.09.08	198	Budapest	Duna
2000.09.09	207	Budapest	Duna
2000.09.10	255	Budapest	Duna
2000.09.11	265	Budapest	Duna
2000.09.12	236	Budapest	Duna
2000.09.13	206	Budapest	Duna
2000.09.14	187	Budapest	Duna
2000.09.15	177	Budapest	Duna
2000.09.16	179	Budapest	Duna
2000.09.17	185	Budapest	Duna
2000.09.18	180	Budapest	Duna
2000.09.19	197	Budapest	Duna
2000.09.20	214	Budapest	Duna
2000.09.21	218	Budapest	Duna
2000.09.22	201	Budapest	Duna
2000.09.23	210	Budapest	Duna
2000.09.24	301	Budapest	Duna
2000.09.25	345	Budapest	Duna
2000.09.26	357	Budapest	Duna
2000.09.27	336	Budapest	Duna
2000.09.28	292	Budapest	Duna
2000.09.29	256	Budapest	Duna
2000.09.30	227	Budapest	Duna
2000.10.01	209	Budapest	Duna
2000.10.02	203	Budapest	Duna
2000.10.03	187	Budapest	Duna
2000.10.04	184	Budapest	Duna
2000.10.05	240	Budapest	Duna
2000.10.06	294	Budapest	Duna
2000.10.07	272	Budapest	Duna
2000.10.08	255	Budapest	Duna
2000.10.09	270	Budapest	Duna
2000.10.10	319	Budapest	Duna
2000.10.11	326	Budapest	Duna
2000.10.12	333	Budapest	Duna
2000.10.13	322	Budapest	Duna
2000.10.14	308	Budapest	Duna
2000.10.15	298	Budapest	Duna
2000.10.16	312	Budapest	Duna
2000.10.17	307	Budapest	Duna
2000.10.18	282	Budapest	Duna
2000.10.19	259	Budapest	Duna
2000.10.20	251	Budapest	Duna
2000.10.21	243	Budapest	Duna
2000.10.22	230	Budapest	Duna
2000.10.23	217	Budapest	Duna
2000.10.24	194	Budapest	Duna
2000.10.25	186	Budapest	Duna
2000.10.26	177	Budapest	Duna
2000.10.27	175	Budapest	Duna
2000.10.28	181	Budapest	Duna
2000.10.29	178	Budapest	Duna
2000.10.30	172	Budapest	Duna
2000.10.31	163	Budapest	Duna
2000.11.01	148	Budapest	Duna
2000.11.02	149	Budapest	Duna
2000.11.03	149	Budapest	Duna
2000.11.04	163	Budapest	Duna
2000.11.05	173	Budapest	Duna
2000.11.06	174	Budapest	Duna
2000.11.07	184	Budapest	Duna
2000.11.08	195	Budapest	Duna
2000.11.09	193	Budapest	Duna
2000.11.10	206	Budapest	Duna
2000.11.11	202	Budapest	Duna
2000.11.12	196	Budapest	Duna
2000.11.13	186	Budapest	Duna
2000.11.14	178	Budapest	Duna
2000.11.15	164	Budapest	Duna
2000.11.16	151	Budapest	Duna
2000.11.17	150	Budapest	Duna
2000.11.18	174	Budapest	Duna
2000.11.19	189	Budapest	Duna
2000.11.20	195	Budapest	Duna
2000.11.21	193	Budapest	Duna
2000.11.22	191	Budapest	Duna
2000.11.23	187	Budapest	Duna
2000.11.24	187	Budapest	Duna
2000.11.25	187	Budapest	Duna
2000.11.26	182	Budapest	Duna
2000.11.27	179	Budapest	Duna
2000.11.28	173	Budapest	Duna
2000.11.29	190	Budapest	Duna
2000.11.30	191	Budapest	Duna
2000.12.01	188	Budapest	Duna
2000.12.02	191	Budapest	Duna
2000.12.03	191	Budapest	Duna
2000.12.04	186	Budapest	Duna
2000.12.05	171	Budapest	Duna
2000.12.06	163	Budapest	Duna
2000.12.07	154	Budapest	Duna
2000.12.08	153	Budapest	Duna
2000.12.09	160	Budapest	Duna
2000.12.10	162	Budapest	Duna
2000.12.11	152	Budapest	Duna
2000.12.12	142	Budapest	Duna
2000.12.13	148	Budapest	Duna
2000.12.14	183	Budapest	Duna
2000.12.15	181	Budapest	Duna
2000.12.16	175	Budapest	Duna
2000.12.17	181	Budapest	Duna
2000.12.18	182	Budapest	Duna
2000.12.19	169	Budapest	Duna
2000.12.20	163	Budapest	Duna
2000.12.21	168	Budapest	Duna
2000.12.22	200	Budapest	Duna
2000.12.23	206	Budapest	Duna
2000.12.24	193	Budapest	Duna
2000.12.25	172	Budapest	Duna
2000.12.26	153	Budapest	Duna
2000.12.27	143	Budapest	Duna
2000.12.28	133	Budapest	Duna
2000.12.29	153	Budapest	Duna
2000.12.30	157	Budapest	Duna
2000.12.31	178	Budapest	Duna
2001.01.01	186	Budapest	Duna
2001.01.02	177	Budapest	Duna
2001.01.03	154	Budapest	Duna
2001.01.04	144	Budapest	Duna
2001.01.05	143	Budapest	Duna
2001.01.06	160	Budapest	Duna
2001.01.07	172	Budapest	Duna
2001.01.08	177	Budapest	Duna
2001.01.09	192	Budapest	Duna
2001.01.10	266	Budapest	Duna
2001.01.11	317	Budapest	Duna
2001.01.12	320	Budapest	Duna
2001.01.13	294	Budapest	Duna
2001.01.14	278	Budapest	Duna
2001.01.15	264	Budapest	Duna
2001.01.16	241	Budapest	Duna
2001.01.17	215	Budapest	Duna
2001.01.18	200	Budapest	Duna
2001.01.19	187	Budapest	Duna
2001.01.20	191	Budapest	Duna
2001.01.21	192	Budapest	Duna
2001.01.22	190	Budapest	Duna
2001.01.23	169	Budapest	Duna
2001.01.24	165	Budapest	Duna
2001.01.25	155	Budapest	Duna
2001.01.26	154	Budapest	Duna
2001.01.27	163	Budapest	Duna
2001.01.28	186	Budapest	Duna
2001.01.29	223	Budapest	Duna
2001.01.30	216	Budapest	Duna
2001.01.31	204	Budapest	Duna
2001.02.01	198	Budapest	Duna
2001.02.02	194	Budapest	Duna
2001.02.03	182	Budapest	Duna
2001.02.04	170	Budapest	Duna
2001.02.05	167	Budapest	Duna
2001.02.06	176	Budapest	Duna
2001.02.07	252	Budapest	Duna
2001.02.08	314	Budapest	Duna
2001.02.09	344	Budapest	Duna
2001.02.10	340	Budapest	Duna
2001.02.11	342	Budapest	Duna
2001.02.12	330	Budapest	Duna
2001.02.13	315	Budapest	Duna
2001.02.14	287	Budapest	Duna
2001.02.15	260	Budapest	Duna
2001.02.16	255	Budapest	Duna
2001.02.17	254	Budapest	Duna
2001.02.18	242	Budapest	Duna
2001.02.19	232	Budapest	Duna
2001.02.20	223	Budapest	Duna
2001.02.21	205	Budapest	Duna
2001.02.22	203	Budapest	Duna
2001.02.23	201	Budapest	Duna
2001.02.24	210	Budapest	Duna
2001.02.25	222	Budapest	Duna
2001.02.26	217	Budapest	Duna
2001.02.27	212	Budapest	Duna
2001.02.28	203	Budapest	Duna
2001.03.01	187	Budapest	Duna
2001.03.02	188	Budapest	Duna
2001.03.03	190	Budapest	Duna
2001.03.04	191	Budapest	Duna
2001.03.05	188	Budapest	Duna
2001.03.06	186	Budapest	Duna
2001.03.07	224	Budapest	Duna
2001.03.08	278	Budapest	Duna
2001.03.09	291	Budapest	Duna
2001.03.10	283	Budapest	Duna
2001.03.11	286	Budapest	Duna
2001.03.12	319	Budapest	Duna
2001.03.13	345	Budapest	Duna
2001.03.14	377	Budapest	Duna
2001.03.15	405	Budapest	Duna
2001.03.16	425	Budapest	Duna
2001.03.17	431	Budapest	Duna
2001.03.18	459	Budapest	Duna
2001.03.19	446	Budapest	Duna
2001.03.20	436	Budapest	Duna
2001.03.21	424	Budapest	Duna
2001.03.22	405	Budapest	Duna
2001.03.23	386	Budapest	Duna
2001.03.24	435	Budapest	Duna
2001.03.25	496	Budapest	Duna
2001.03.26	554	Budapest	Duna
2001.03.27	592	Budapest	Duna
2001.03.28	606	Budapest	Duna
2001.03.29	578	Budapest	Duna
2001.03.30	567	Budapest	Duna
